source_mat_id,arr_date_hq,arr_date_seq,collection_date,comm_samp,depth,env_material,failure,failure_comment,investigation_type,long_store,replicate,samp_collect_device,samp_store_date,samp_mat_process,samp_mat_process_dev,samp_size_mass,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_ROSKOGO_So_152,,,2024-08-07,micro,,sediment [ENVO:00002007],,,metagenome,,2,core,2024-08-07,SoSOP2,,9.8,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240807,,,,,EMOBON ROSKOGO So240807 micro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_153,,,2024-08-07,micro,,sediment [ENVO:00002007],,,metagenome,,3,core,2024-08-07,SoSOP2,,9.6,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240807,,,,,EMOBON ROSKOGO So240807 micro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_154,,,2024-08-07,micro,,sediment [ENVO:00002007],,,metagenome,,4,core,2024-08-07,SoSOP2,,14.7,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240807,,,,,EMOBON ROSKOGO So240807 micro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_155,,,2024-08-07,micro,,swab,,,metagenome,,blank_1,core,2024-08-07,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240807,,,,,EMOBON ROSKOGO So240807 micro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_156,,,2024-10-04,macro,,sediment [ENVO:00002007],,,mimarks-specimen,N,1,McIntyre grab,2024-10-04,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_241004,,,,,EMOBON ROSKOGO So241004 Macro 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_157,,,2024-10-04,macro,,sediment [ENVO:00002007],,,mimarks-specimen,N,2,McIntyre grab,2024-10-04,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_241004,,,,,EMOBON ROSKOGO So241004 Macro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_158,,,2024-10-04,macro,,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,McIntyre grab,2024-10-04,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_241004,,,,,EMOBON ROSKOGO So241004 Macro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_159,,,2024-10-04,macro,,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,McIntyre grab,2024-10-04,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_241004,,,,,EMOBON ROSKOGO So241004 Macro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_160,,,2024-10-04,macro,,swab,,,mimarks-specimen,Y,blank_1,,2024-10-04,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_241004,,,,,EMOBON ROSKOGO So241004 Macro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_161,,,2024-10-08,micro,,sediment [ENVO:00002007],,,metagenome,,1,core,2024-10-08,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 micro 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_162,,,2024-10-08,micro,,sediment [ENVO:00002007],,,metagenome,,2,core,2024-10-08,SoSOP2,,9.9,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 micro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_163,,,2024-10-08,micro,,sediment [ENVO:00002007],,,metagenome,,3,core,2024-10-08,SoSOP2,,10.1,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 micro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_164,,,2024-10-08,micro,,sediment [ENVO:00002007],,,metagenome,,4,core,2024-10-08,SoSOP2,,10.6,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 micro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_165,,,2024-10-08,micro,,swab,,,metagenome,,blank_1,core,2024-10-08,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 micro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_166,,,2024-10-08,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,1,core,2024-10-08,SoSOP2,,645.0,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 meio 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_167,,,2024-10-08,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,2,core,2024-10-08,SoSOP2,,597.0,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 meio 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_168,,,2024-10-08,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,3,core,2024-10-08,SoSOP2,,579.0,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 meio 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_169,,,2024-10-08,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,4,core,2024-10-08,SoSOP2,,565.0,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_241008,,,,,EMOBON ROSKOGO So241008 meio 4,Castel,,,,,,,
